citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/workflow-import-export/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,Export starts a download whose name carries the type’s identifier,verified,"the citation names no requirement, only the file; waiting on the download event proves Export downloads a bundle, but the only filename assertion is the .zip suffix, so the type's identifier its own test name promises is never read",no,no,no anchor: cites a whole spec file,expect(file.suggestedFilename()).toMatch(/\.zip$/),yes,no,partial
openspec/specs/workflow-import-export/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"Duplicate lands you on the copy, with the same statuses",verified,"the citation names no requirement, only the file; the test asserts the browser lands on a different case type URL after Duplicate and that the copy's Statuses list holds two rows, so an in-place refresh or a copy without statuses reddens",no,no,no anchor: cites a whole spec file,await expect(page.getByTestId('case-type-statuses').locator('.case-type-blueprint__row')).toHaveCount(2),yes,no,verified
openspec/specs/zaaktype-versioning/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,a draft with findings lists them and stays a draft,verified,"the citation names no requirement, only the file; the test asserts the publish dialog lists findings and offers neither a change-note field nor a confirm button, and that the stored type is still a draft, so a publish slipping past validation reddens",yes,no,no anchor: cites a whole spec file,expect(stored.isDraft).toBe(true),yes,no,verified
openspec/specs/zaaktype-versioning/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"a valid draft is published with its change note, and the version says so",verified,"the citation names no requirement, only the file; the test asserts the stored type is no longer a draft, that the active workflow template is published carrying the change note, and that the page shows the note",no,no,no anchor: cites a whole spec file,expect(String(template.lifecycleStatus)).toBe('published'),yes,no,verified
openspec/specs/case-types/spec.md,the-create-form-asks-the-twelve-authoring-fields-and-not-the-rest,tests/e2e/case-type-create-form.spec.ts,asks the twelve authoring fields and not the other twenty-nine,verified,"Opens the real Add dialog and asserts each of the twelve authoring fields is present exactly once and that thirteen sampled excluded properties are absent, one from every group the requirement names.",no,yes,resolves to a scenario,"await expect(dialog.locator(`[data-cn-field=""${key}""]`), `the create form should ask for ${key}`).toHaveCount(1)",yes,no,verified
openspec/specs/case-types/spec.md,the-starting-status-is-not-asked-for-at-create-time,tests/e2e/case-type-create-form.spec.ts,asks the twelve authoring fields and not the other twenty-nine,verified,"initialStatus is in the NOT_ASKED list, so the dialog is asserted to render no field with that key; the positive assertions on the twelve fields keep the absence from passing vacuously on an unrendered dialog.",no,yes,resolves to a scenario,"await expect(dialog.locator(`[data-cn-field=""initialStatus""]`), 'initialStatus is not a create-time field').toHaveCount(0)",yes,no,verified
openspec/specs/case-types/spec.md,the-form-opens-on-the-title-rather-than-alphabetically,tests/e2e/case-type-create-form.spec.ts,opens on the title rather than alphabetically,verified,"Reads the rendered data-cn-field order out of the DOM and requires it to equal the declared authoring order, then asserts the first key is title and category is not first, so an alphabetical fallback reddens it.",no,yes,resolves to a scenario,expect(keys).toEqual(AUTHORING_FIELDS),yes,no,verified
openspec/specs/case-types/spec.md,the-fields-are-laid-out-in-two-columns,tests/e2e/case-type-create-form.spec.ts,lays the fields out in two columns,verified,"Measures the rendered left edges of the single-line fields and requires exactly two distinct values, not just the two-column class, so a class that ships without the CSS applying still fails.",no,yes,resolves to a scenario,expect(new Set(lefts).size).toBe(2),yes,no,verified
openspec/specs/case-types/spec.md,the-fields-are-laid-out-in-two-columns,tests/e2e/case-type-create-form.spec.ts,gives the three prose fields the full width,verified,"Covers the scenario's second clause by measuring each prose field's rendered width against the title field's and requiring it to be more than half again as wide, so a prose field that stops spanning both columns reddens it.",no,yes,resolves to a scenario,"expect(width, `${key} should span both columns`).toBeGreaterThan(widths.title * 1.5)",yes,no,verified
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,every entry in the row menu has a visible label,smoke,"The anchor is the deferred TASK-CT-13 smoke-test task for the seven-tab case-type detail integration; this test never leaves the case-types index and only asserts that no row-menu entry renders with an empty label, so breaking the tabs leaves it green.",no,no,"cites openspec/changes/**, which gate-19 does not parse",expect(labels.filter((l) => l === '')).toEqual([]),yes,no,dangling
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,the menu offers View and Edit exactly once each,smoke,"Same deferred seven-tab task; the test counts the words View and Edit in the index row menu text and asserts nothing about the Properties, Docs or Decisions tabs the task names.",no,no,"cites openspec/changes/**, which gate-19 does not parse",expect(text.match(/\bView\b/g) || []).toHaveLength(1),yes,no,dangling
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,Edit navigates to the case type detail route,partial,"Lands on the case-type detail route where the seven tabs live but asserts only the URL shape, so removing or breaking the Properties, Docs and Decisions tabs the cited task covers leaves every assertion green.",no,no,"cites openspec/changes/**, which gate-19 does not parse","await expect(page).toHaveURL(/\/settings\/case-types\/[^/]+$/, { timeout: 20000 })",yes,no,dangling
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,Edit does not open a dialog over the index,partial,"Drives the detail route and asserts the absence of an Edit Case Type dialog, which is the modal-versus-page defect and not the seven-tab integration TASK-CT-13 states.",no,no,"cites openspec/changes/**, which gate-19 does not parse",await expect(page.getByRole('dialog').filter({ hasText: 'Edit Case Type' })).toHaveCount(0),yes,no,dangling
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,the detail page offers an Edit button,partial,"Opens the case-type detail page the cited task is about and asserts the edit button is visible, never that any of the seven tabs render or fetch their sub-entities.",no,no,"cites openspec/changes/**, which gate-19 does not parse","await expect(page.locator('[data-testid=""cn-detail-page-edit""]')).toBeVisible({ timeout: 20000 })",yes,no,dangling
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,tests/e2e/case-type-edit-and-setup.spec.ts,the Edit button opens the record form,partial,"Opens the record form from the detail page and asserts a dialog appears; the tabs TASK-CT-13 asks a smoke run to verify are never touched, so the citation claims coverage the body does not give.",no,no,"cites openspec/changes/**, which gate-19 does not parse",await expect(page.getByRole('dialog')).toBeVisible({ timeout: 20000 }),yes,no,dangling
